price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,yr_built
206990,3,1,1330,9620,1,0,1976
280000,4,2,1710,5440,1,0,1976
310000,4,3,2320,7200,2,0,1976
585000,6,3,3870,43787,2,0,1976
660000,3,3,2470,11900,2,0,1976
625000,4,3,2530,5625,1,0,1976
627000,4,2,2030,9300,1,0,1976
180500,2,1,850,5000,1,0,1976
650000,3,2,2660,257875,1,0,1976
250000,3,2,1560,32137,1,0,1976
254999,3,1,1580,7560,1,0,1976
324950,3,1,1240,7500,1,0,1976
205000,3,1,1120,8342,1,0,1976
369950,3,1,2430,10720,1,0,1977
535000,3,1,1330,40259,1,0,1977
317000,3,2,1760,11410,1,0,1977
371025,3,2,1530,8925,1,0,1977
316000,3,1,1010,7838,1,0,1977
391000,3,2,1490,9000,1,0,1977
190000,4,2,1580,6250,1,0,1977
723000,4,2,2790,8793,1,0,1977
245000,4,2,1870,8750,1,0,1977
260000,2,1,1270,19602,1,0,1977
895000,4,3,3500,13444,2,0,1977
347500,3,1,1830,12036,1,0,1977
865000,5,3,2900,6730,1,0,1977
282000,3,1,1670,5200,1,0,1977
790000,4,3,3120,157875,2,0,1977
851500,3,2,3200,18184,1,0,1977
422500,3,2,1960,6450,1,0,1977
212500,3,1,920,14400,1,0,1977
235000,3,2,1900,7980,1,0,1977
224975,3,1,960,12745,1,0,1977
785000,4,3,3370,100681,1,0,1977
257500,4,2,2060,6400,1,0,1977
440000,3,2,1650,6408,2,0,1977
168000,3,1,1200,7210,1,0,1977
480000,3,2,1580,7400,1,0,1977
425000,4,2,1490,5300,1,0,1977
217000,3,2,1690,6750,1,0,1977
255000,2,1,960,20954,1,0,1977
395000,4,2,1980,15354,1,0,1977
210000,3,1,1200,7200,1,0,1977
615000,3,1,1120,12500,1,0,1977
659000,4,2,2350,9329,2,0,1977
280000,4,2,2190,14439,1,0,1977
420000,3,2,1640,9972,1,0,1977
360000,4,2,1650,7552,1,0,1977
450000,2,2,1610,6160,2,0,1977
374950,4,3,2540,8800,1,0,1977
335000,3,1,1120,9075,1,0,1977
456000,4,1,1700,7689,1,0,1977
400000,6,3,3320,15600,1,0,1977
405000,3,1,1280,11625,1,0,1977
436500,5,3,3110,12429,1,0,1977
522500,4,3,2370,8154,1,0,1977
403000,3,1,1500,10730,1,0,1977
355000,3,1,1180,7573,1,0,1977
975000,5,4,4850,36450,2,0,1977
325000,3,1,1300,9300,1,0,1977
299500,3,1,1380,10875,1,0,1977
486000,4,3,2260,7336,2,0,1977
312000,3,2,2440,13250,1,0,1977
164000,4,1,1530,4875,2,0,1977
225205,3,1,1200,7220,1,0,1977
740000,4,2,2800,8540,1,0,1977
835000,3,3,2790,12523,2,1,1977
366000,3,2,1350,10200,1,0,1977
229999,4,2,1670,5200,1,0,1977
220000,3,1,820,5200,1,0,1977
230000,3,2,1710,5200,1,0,1977
179000,2,1,990,8760,1,0,1977
250000,3,2,1500,5200,1,0,1977
325000,6,3,2650,12870,1,0,1977
234950,3,1,1360,9948,1,0,1977
247500,4,2,1710,5200,1,0,1977
350000,3,1,950,9451,1,0,1977
379950,3,1,1270,6900,1,0,1977
470000,4,2,2180,17180,2,0,1977
326188,3,1,1300,8800,1,0,1977
231000,3,2,1640,4875,1,0,1977
254950,4,2,2180,8800,1,0,1977
179900,3,1,1010,9920,1,0,1977
300000,3,3,2850,9375,1,0,1977
811000,3,3,2470,7410,2,0,1977
260000,6,2,2220,8797,1,0,1977
434900,3,2,1520,5040,2,0,1977
260000,3,2,1810,7209,1,0,1978
460000,4,3,2230,108900,1,0,1978
390000,3,2,1910,11576,1,0,1978
500000,4,2,2760,27631,2,0,1978
100000,2,1,770,17334,1,0,1978
206135,3,1,1340,11070,1,0,1978
367500,3,1,1660,11783,1,0,1978
250000,4,2,1960,7560,1,0,1978
510000,3,2,1600,4510,1,0,1978
500000,3,2,3040,41072,1,0,1978
196000,3,1,880,19600,1,0,1978
505000,4,3,2280,7400,1,0,1978
570000,4,2,2000,46902,2,0,1978
367777,5,3,2140,5937,1,0,1978
255000,3,2,930,11475,1,0,1978
562000,3,2,3250,50529,2,0,1978
303000,2,1,1020,9200,1,0,1978
215000,4,2,1540,7575,1,0,1978
250000,4,2,1850,7560,1,0,1978
350000,3,3,3200,35782,1,0,1978
855000,4,3,3090,35074,2,0,1978
152000,3,1,920,4875,1,0,1978
430000,3,2,1730,9000,1,0,1978
320000,3,2,1110,10500,1,0,1978
518000,4,3,2430,11670,1,0,1978
500000,3,1,2000,21780,1,0,1978
118000,1,1,670,7957,1,0,1978
139000,3,1,1100,17334,1,0,1978
245000,3,1,1020,8625,1,0,1978
240000,3,1,1310,7125,1,0,1978
685000,4,2,2260,10800,1,0,1978
178500,2,1,930,3447,1,0,1978
278000,3,1,1230,9440,1,0,1978
411000,4,2,2370,76665,2,0,1978
399950,3,1,1040,9600,1,0,1978
399000,3,2,1940,16300,1,0,1978
385000,4,3,2120,13000,2,0,1978
230000,3,1,880,7500,1,0,1978
590000,3,1,1610,58370,1,0,1978
379500,2,1,1640,17335,1,0,1978
418500,3,2,1800,12440,1,0,1978
210000,2,1,1520,4700,2,0,1978
240000,3,1,1340,7000,1,0,1978
228950,4,3,2160,5200,1,0,1978
855000,3,2,3120,9400,1,0,1978
295000,4,2,980,10640,1,0,1978
255000,3,2,1290,13282,1,0,1978
423500,3,2,2000,10490,1,0,1978
124740,3,1,1340,15600,1,0,1978
475000,3,3,2540,18900,1,0,1978
407193,4,2,1880,14653,2,0,1978
253000,3,1,1580,8240,1,0,1978
830000,6,3,2530,9000,1,0,1978
206000,4,2,1700,6025,1,0,1978
133400,3,1,900,2550,1,0,1978
650000,4,3,2950,5000,2,0,1979
255000,3,1,1230,10170,1,0,1979
252350,3,2,1650,7352,1,0,1979
300000,3,2,1480,6698,1,0,1979
360000,3,2,1970,79714,1,0,1979
300000,3,1,1010,10168,1,0,1979
232500,3,2,1370,9760,1,0,1979
739000,5,4,4660,9900,2,0,1979
485000,4,3,2340,7048,1,0,1979
225000,3,2,2030,24829,1,0,1979
865000,5,3,2830,8854,1,0,1979
335000,6,2,2020,7071,1,0,1979
150000,3,1,1320,24684,1,0,1979
215000,3,1,1260,7897,1,0,1979
805000,4,3,3350,23781,1,0,1979
555000,3,3,3760,188760,1,0,1979
225000,3,2,1400,7384,1,0,1979
295000,3,2,1400,7384,1,0,1979
196500,3,2,1310,7000,1,0,1979
850000,4,2,3380,90968,1,0,1979
597500,4,3,1890,35280,1,0,1979
795000,3,2,2420,17859,1,0,1979
459950,4,2,2760,21465,1,0,1979
279000,4,2,2200,7700,1,0,1979
460000,3,2,1600,7350,1,0,1979
245000,3,2,1690,6790,1,0,1979
515000,3,2,1810,2738,2,0,1979
174000,2,1,900,13531,1,0,1979
320000,5,3,2970,7000,1,0,1979
565000,3,2,2290,9450,1,0,1979
414500,3,1,1350,9450,1,0,1979
435000,4,3,2270,7245,1,0,1979
572500,3,2,2290,11200,2,0,1979
500000,4,3,3720,15048,3,0,1979
825000,3,3,3730,35900,1,0,1979
323000,3,2,1830,6925,1,0,1979
243500,4,2,1610,6200,1,0,1979
299900,3,1,1110,8593,1,0,1979
353250,2,1,1060,1600,2,0,1979
685000,3,2,2500,6733,1,0,1979
440000,5,3,2730,6000,1,0,1979
705000,3,3,1970,20978,2,1,1980
164808,3,1,1250,5411,1,0,1980
545000,2,2,2930,14057,1,0,1980
235000,6,3,2180,7956,2,0,1980
491000,3,2,2005,7000,1,0,1980
307000,3,2,1790,7259,1,0,1980
525000,3,3,2470,36445,2,0,1980
385000,4,3,2740,10925,1,0,1980
478000,3,1,1440,7107,1,0,1980
208000,3,2,1250,7995,1,0,1980
256500,2,1,1120,9912,1,0,1980
325000,2,1,1100,17817,1,0,1980
275000,3,2,1910,8050,1,0,1980
490000,3,2,2220,10275,2,0,1980
250000,3,2,1430,7280,1,0,1980
525000,6,3,2880,7560,2,0,1980
119500,3,1,1170,11000,1,0,1980
510000,3,2,1420,11325,1,0,1980
420000,6,3,2290,6344,2,0,1980
176000,2,1,920,2332,1,0,1980
206000,3,1,1060,10350,1,0,1980
203000,2,1,1440,6650,1,0,1980
379500,3,1,1110,7128,1,0,1980
751000,6,3,2880,6800,2,0,1980
230000,6,3,2180,7220,2,0,1980
480000,2,1,820,4200,1,0,1980
375000,3,2,3120,42247,1,0,1980
411500,3,1,1110,7208,1,0,1980
240000,3,2,1220,17652,1,0,1980
415500,3,2,1220,17652,1,0,1980
870000,4,3,4500,21780,2,0,1980
160000,2,1,1140,23030,1,0,1980
230000,3,1,1360,9310,1,0,1980
317000,3,2,1790,8228,1,0,1980
495000,4,3,3620,403693,2,0,1980
624500,6,3,3030,31920,1,0,1980
230000,3,2,1410,10625,1,0,1980
183000,2,1,760,7272,1,0,1980
329950,3,1,1000,9170,1,0,1980
367500,4,2,1960,16015,1,0,1980
354000,3,2,1010,21340,1,0,1980
155000,2,1,810,4755,1,0,1980
190500,3,2,1390,10155,1,0,1980
217500,2,2,1070,8400,1,0,1980
560000,3,2,2870,95396,1,0,1980
253000,2,1,1310,7128,1,0,1980
262500,3,1,970,7854,1,0,1980
274000,2,2,1700,7992,1,0,1980
400000,3,2,1010,12252,1,0,1980
338000,5,2,1860,9000,2,0,1980
382500,2,1,1190,4440,1,0,1981
222000,3,2,1440,7187,1,0,1981
189950,2,1,1030,4188,1,0,1981
281000,2,1,930,2600,1,0,1981
289000,3,1,1090,7315,1,0,1981
211000,3,1,1410,47916,1,0,1981
277500,3,2,1260,22100,2,0,1981
950000,4,3,2980,44431,2,0,1981
389000,3,2,2080,12972,1,0,1981
589000,3,2,2360,118483,1,0,1981
405000,3,2,1660,8174,1,0,1981
490000,3,2,2070,10023,1,0,1981
165000,3,1,1380,7334,1,0,1981
280000,3,1,1370,11050,1,0,1981
299500,3,1,1190,9600,1,0,1981
393000,3,2,1320,10720,2,0,1981
275500,3,1,1060,7246,1,0,1981
410000,3,2,1400,45738,2,0,1981
355000,3,3,1850,9600,1,0,1981
508800,3,2,1720,10098,1,0,1981
555500,2,1,920,10000,1,0,1981
515000,5,3,2670,11761,1,0,1981
250000,2,1,990,10556,2,0,1981
745000,5,3,2400,10126,2,0,1981
425000,3,2,1500,8086,1,0,1981
315000,2,1,1010,7338,2,0,1981
350000,3,1,1010,9360,1,0,1981
525000,3,2,1640,15258,1,0,1981
675000,3,3,2980,28000,1,0,1981
280000,2,1,870,4025,1,0,1981
480000,4,3,2440,9664,2,0,1981
617450,3,2,1580,14398,1,0,1981
488500,3,2,1710,10959,1,0,1981
381800,4,2,1530,5250,1,0,1981
315000,3,2,1060,5750,1,0,1981
243800,3,1,1140,27760,1,0,1981
248000,3,1,1420,8800,1,0,1981
241000,3,1,1020,7538,1,0,1981
243500,3,3,2110,7794,1,0,1981
405000,2,1,1090,10481,1,0,1981
960000,4,3,4590,9150,2,0,1981
225000,2,1,910,9612,1,0,1981
905000,4,3,3370,47959,2,0,1981
170500,2,1,1060,7700,1,0,1981
335000,3,1,1350,14212,1,0,1981
430000,3,2,2350,12480,1,0,1981
257500,3,2,1300,9334,1,0,1981
231750,3,1,1020,7615,1,0,1981
218000,3,1,960,9633,1,0,1982
385000,3,2,1010,7380,1,0,1982
831000,4,3,2170,4000,2,0,1982
499000,4,3,2030,12675,2,0,1982
150000,2,1,720,212137,1,0,1982
370000,3,1,1320,7341,1,0,1982
424240,3,2,2080,12094,2,0,1982
589950,3,2,2080,12094,2,0,1982
489000,3,3,3700,10375,2,0,1982
300000,3,1,970,12300,1,0,1982
310000,3,2,2070,9195,1,0,1982
539000,3,2,2070,9195,1,0,1982
612000,3,3,1740,3700,1,0,1982
230000,5,2,1210,12538,2,0,1982
609000,6,3,2470,9267,2,0,1982
315000,3,1,1390,8333,1,0,1982
440000,3,2,1800,10950,1,0,1982
472500,3,2,1750,15500,1,0,1982
390000,3,2,1010,14183,1,0,1982
329900,3,2,1380,5198,1,0,1982
400000,4,2,2070,10800,2,0,1982
515000,3,3,2440,3202,2,0,1982
377000,4,2,1640,5014,1,0,1982
630000,6,3,2470,9328,2,0,1982
179950,2,1,1100,7323,1,0,1982
394250,3,2,2620,10107,1,0,1982
365500,3,2,1410,9600,1,0,1983
210000,3,2,1440,7210,1,0,1983
234000,3,1,1040,8128,1,0,1983
453000,3,2,1660,15050,1,0,1983
510000,3,2,1430,9250,1,0,1983
280000,3,1,1160,10881,1,0,1983
230000,2,2,1260,10200,1,0,1983
615000,3,2,1860,42800,1,0,1983
390000,4,3,2860,5724,1,0,1983
395000,4,3,1980,7931,1,0,1983
190000,3,1,950,7610,1,0,1983
195000,2,1,860,10400,1,0,1983
375000,3,2,1410,10078,1,0,1983
244000,3,2,1360,9688,1,0,1983
194000,3,1,1050,7577,1,0,1983
660000,3,2,2570,28500,1,0,1983
325000,2,2,970,5000,1,0,1983
229950,3,2,1410,7466,1,0,1983
498000,3,3,2360,2750,2,0,1983
440000,2,1,1280,12086,1,0,1983
239900,2,1,910,9000,1,0,1983
240000,3,2,1300,5000,1,0,1983
455000,5,2,1510,3000,2,0,1983
546000,3,3,1530,9999,1,0,1983
434900,3,2,1520,11067,1,0,1983
160000,2,1,1070,4200,1,0,1983
274950,3,2,1410,7265,1,0,1983
365000,3,2,2140,26600,1,0,1983
290000,2,2,1590,9375,1,0,1983
688000,3,3,3450,16200,2,0,1983
272000,3,3,2430,10500,1,0,1983
400000,3,1,1410,9704,1,0,1983
475000,2,2,1540,54450,2,0,1983
203700,3,2,1660,7958,1,0,1983
272500,3,2,1410,7622,1,0,1983
399950,4,2,2420,31465,1,0,1984
799000,4,3,2580,209523,2,0,1984
460000,4,2,2090,40419,1,0,1984
255000,2,1,960,28717,1,0,1984
540000,4,2,1990,29078,2,0,1984
740000,5,5,5774,31675,1,0,1984
235000,4,2,1570,9415,2,0,1984
353000,3,2,1210,14499,1,0,1984
465000,3,2,1430,7125,1,0,1984
405000,3,1,1330,15678,1,0,1984
400000,3,2,1230,11413,1,0,1984
250000,3,2,1170,7258,1,0,1984
400000,2,1,1180,10800,1,0,1984
595000,3,2,1530,6773,1,0,1984
204900,3,2,1390,8245,1,0,1984
433000,3,2,1920,7200,1,0,1984
390000,3,2,1510,10827,2,0,1984
200000,3,2,1010,7896,1,0,1984
259950,3,2,1010,7896,1,0,1984
725000,4,3,2420,12000,1,0,1984
599900,3,3,3030,35123,2,0,1984
495000,3,2,1340,2550,2,0,1984
897500,4,3,4370,217882,2,0,1984
325000,2,1,900,8374,1,0,1984
475000,3,2,1230,11502,1,0,1984
423500,3,2,1770,6000,1,0,1984
295000,2,2,1590,8000,1,0,1984
401000,3,2,1240,11172,1,0,1984
459800,3,2,1690,16061,1,0,1984
655000,4,3,2570,8022,1,0,1984
252000,3,2,1540,7210,2,0,1984
230000,3,2,1510,3413,2,0,1985
245000,3,2,1410,5760,1,0,1985
205000,3,2,1410,8384,1,0,1985
914600,4,3,3180,80837,2,0,1985
445000,2,2,1240,2500,2,0,1985
460000,3,2,1760,9055,2,0,1985
822000,3,2,2410,13300,2,0,1985
365000,2,2,1440,15000,1,0,1985
352500,3,1,1000,4171,1,0,1985
460000,3,2,1860,7232,1,0,1985
365000,2,1,960,223898,1,0,1985
463000,3,2,1590,5009,2,0,1985
289275,3,2,2860,24046,1,0,1985
250000,3,2,1660,13085,1,0,1985
344950,3,2,1330,7419,1,0,1985
271920,3,2,1410,10248,1,0,1985
805000,3,3,3910,19023,2,0,1985
335000,3,2,1410,44866,1,0,1985
313500,5,3,2240,94960,1,0,1985
490000,3,3,1730,2940,3,0,1985
239900,3,2,1410,7566,1,0,1985
840000,3,3,3570,6250,2,0,1985
245000,3,2,1440,7008,1,0,1985
237000,3,2,1210,6634,1,0,1985
539000,3,2,2260,9568,1,0,1985
560000,3,2,1860,13374,1,0,1985
632000,5,3,3520,36558,2,0,1985
379950,3,2,1080,5077,1,0,1985
381500,2,2,2160,35183,1,0,1985
525000,3,2,1790,11430,1,0,1985
832500,4,4,3430,35102,2,0,1986
580000,4,3,3280,11060,2,0,1986
338000,4,3,2090,7500,1,0,1986
950000,3,3,4040,14338,2,0,1986
429800,3,2,1970,7000,1,0,1986
560000,3,2,2560,216777,1,0,1986
242000,3,2,1260,8092,1,0,1986
259000,3,2,1870,5909,1,0,1986
230000,2,1,930,7550,1,0,1986
205500,3,2,1330,8748,1,0,1986
250000,4,3,2250,7882,2,0,1986
380000,2,2,1370,5756,1,0,1986
241000,3,2,1770,7000,1,0,1986
345000,3,2,1610,15005,1,0,1986
315500,3,2,1160,10079,1,0,1986
305000,3,1,1710,19115,1,0,1986
625000,3,2,1730,12219,1,0,1986
392800,3,2,1080,11856,1,0,1986
420000,3,3,2700,47050,2,0,1986
324500,2,1,1300,6617,1,0,1986
480000,3,2,1300,3000,2,0,1986
300000,3,2,1050,10072,1,0,1986
290000,3,2,1700,6498,1,0,1986
225000,3,2,1320,5665,1,0,1986
250000,3,2,1440,5457,2,0,1986
325000,3,2,1350,11805,1,0,1986
500000,5,3,3720,25474,2,0,1986
363000,4,3,2250,12142,2,0,1986
500000,3,2,1990,65340,2,0,1986
400000,3,2,2260,11305,1,0,1986
552500,5,3,2320,7229,1,0,1986
499950,3,2,1360,2500,1,0,1986
270000,3,2,2330,8000,1,0,1986
420000,3,1,1310,3963,1,0,1986
435000,3,2,1380,2500,1,0,1986
428000,3,2,1310,2550,1,0,1986
315000,3,1,1170,62290,2,0,1986
550000,4,3,4180,35169,2,0,1986
186950,2,2,1390,1302,2,0,1986
815000,4,2,1400,4800,2,0,1986
237500,3,2,1350,8960,1,0,1986
510000,3,2,1680,8080,1,0,1987
391500,3,2,1450,9132,1,0,1987
206600,3,2,1390,13464,1,0,1987
988000,4,3,4040,19700,2,0,1987
370000,3,2,1680,5036,1,0,1987
320000,3,1,1340,5175,1,0,1987
225000,3,1,1020,8437,1,0,1987
360000,2,2,1770,7607,1,0,1987
190000,3,2,1320,7625,1,0,1987
265000,3,2,1340,6783,1,0,1987
245000,3,2,1390,8250,1,0,1987
410000,3,2,1410,8088,1,0,1987
280000,3,2,1470,8089,1,0,1987
211000,3,2,1060,7412,1,0,1987
500000,3,2,2050,11454,1,0,1987
384000,6,3,2320,4502,1,0,1987
300000,3,2,1260,2550,2,0,1987
397500,3,2,2130,8225,1,0,1987
503000,3,2,1260,2500,1,0,1987
408000,3,2,1640,3440,2,0,1987
269950,3,2,1660,8641,2,0,1987
230000,3,2,1310,7332,1,0,1987
474950,3,2,2250,222156,1,0,1987
290000,3,2,1260,7346,1,0,1987
549900,4,3,2830,213879,2,0,1987
835000,4,2,3390,16025,2,0,1987
444000,3,2,1460,2610,2,0,1987
691000,4,3,3040,11651,2,0,1987
835000,4,3,4480,42717,2,0,1987
443000,4,3,2620,35124,2,0,1987
778000,3,3,2630,10156,1,0,1987
252500,3,2,1810,10684,2,0,1987
225000,3,1,1120,8407,1,0,1987
445000,3,2,1630,8702,1,0,1987
599000,3,2,2560,14680,1,0,1987
559900,5,3,2200,6380,1,0,1987
330000,3,2,1500,11233,1,0,1987
330000,3,3,2420,13959,1,0,1988
390000,4,3,2570,262018,1,0,1988
253000,3,2,1490,7651,1,0,1988
289000,3,2,1850,9550,1,0,1988
285000,4,3,1900,7194,2,0,1988
574000,3,2,2060,7000,1,0,1988
425000,3,2,1540,8011,1,0,1988
322000,3,2,1760,43575,1,0,1988
626000,3,2,2150,7200,1,0,1988
259000,3,2,1390,7120,1,0,1988
405000,3,2,1240,14404,1,0,1988
435000,3,2,1610,6911,1,0,1988
730000,3,3,3460,13129,2,0,1988
200000,3,2,1430,7905,1,0,1988
336000,3,3,1790,13350,1,0,1988
439000,5,2,2610,5009,1,0,1988
335000,3,3,2031,7702,2,0,1988
245000,3,3,1990,9600,1,0,1988
539000,3,2,1800,43995,2,0,1988
290000,3,2,1310,6265,1,0,1988
335000,2,2,1380,5840,1,0,1988
166000,1,1,1120,17332,1,0,1988
276000,3,2,1370,8137,1,0,1988
869000,4,3,3740,30884,2,0,1988
375000,4,2,1790,61419,2,0,1988
620000,3,2,2460,41343,1,0,1988
535000,3,2,2740,23505,2,0,1988
503000,3,2,2590,108900,2,0,1988
422500,3,2,1300,2250,2,0,1988
437500,3,2,1760,2875,2,0,1988
250500,3,2,1710,7225,2,0,1988
424000,3,2,1330,5632,1,0,1988
260000,3,3,2390,8993,2,0,1988
325000,3,2,1670,17071,1,0,1988
555000,3,3,2410,12183,2,0,1988
350000,3,2,1440,5469,1,0,1988
268000,4,3,1840,7510,2,0,1988
327500,3,1,1070,7140,1,0,1989
272000,3,2,1380,7476,1,0,1989
258500,3,2,1460,7930,1,0,1989
245000,3,2,1490,7929,1,0,1989
404000,4,3,4060,35621,1,0,1989
233000,3,2,1350,7686,1,0,1989
251000,3,2,1650,7930,1,0,1989
880000,3,2,2130,35169,1,0,1989
259950,4,2,1610,6650,1,0,1989
405000,3,2,1740,18000,1,0,1989
259500,3,2,1330,35060,1,0,1989
329000,3,2,1840,6755,1,0,1989
383610,3,2,1230,8450,1,0,1989
420000,3,2,1750,9239,1,0,1989
324000,3,2,1540,10931,1,0,1989
420000,4,2,2280,10319,1,0,1989
205000,3,2,1800,11419,1,0,1989
625000,4,3,2190,12825,1,0,1989
276750,3,2,1620,12482,1,0,1989
396900,3,2,1360,3120,2,0,1989
305000,3,2,1830,10873,1,0,1989
397500,4,3,2350,9952,1,0,1989
310000,5,3,2270,5001,1,0,1989
946000,4,3,3140,9058,1,0,1989
322500,3,2,1350,14200,1,0,1989
532170,3,2,1360,3090,2,0,1990
328500,4,3,2290,8250,2,0,1990
223000,3,2,1670,6824,1,0,1990
241000,3,2,1650,6000,1,0,1990
435000,3,2,2660,16677,1,0,1990
380000,3,2,1840,8580,1,0,1990
333800,5,3,1980,3868,1,0,1990
308550,3,2,1600,13200,1,0,1990
280000,3,2,1790,42399,1,0,1990
430000,4,3,3220,8936,2,0,1990
241400,3,2,1420,9828,1,0,1990
273000,2,2,1384,1822,2,0,1990
499922,3,2,1460,3000,1,0,1990
225000,3,2,1610,8400,1,0,1990
279900,3,2,1410,6600,1,0,1990
560000,4,3,3080,9601,2,0,1990
249000,2,2,1090,1357,2,0,1990
259900,3,2,1490,7770,1,0,1990
449950,4,3,3290,10783,2,0,1990
240000,3,2,1310,8069,1,0,1990
370000,5,3,2670,9920,1,0,1990
253000,3,2,1290,7372,1,0,1990
375000,5,3,2680,8410,2,0,1990
430000,2,2,1440,213008,2,0,1990
252000,3,2,1420,6788,2,0,1990
551000,2,2,2260,9604,1,0,1990
849900,2,2,2280,641203,2,0,1990
180000,3,1,1010,8863,1,0,1990
460000,3,2,2930,29136,2,0,1990
297950,3,2,1390,5127,1,0,1990
235000,3,2,1110,8724,1,0,1990
273000,4,3,1990,6180,2,0,1990
482500,4,3,1630,7626,1,0,1990
320900,3,2,1770,7251,1,0,1990
465000,5,3,2010,7264,1,0,1990
675000,4,4,3680,18804,2,0,1990
222500,3,2,1450,9044,2,0,1990
870000,4,2,3090,41147,1,0,1990
219000,3,2,1090,7350,1,0,1990
415000,4,4,2740,8250,2,0,1990
255000,3,2,1490,7599,1,0,1990
249900,3,2,1310,6738,1,0,1990
277500,4,2,1700,12048,2,0,1990
430000,4,3,1850,9976,2,0,1991
295000,3,2,1810,10530,1,0,1991
280000,6,3,2400,9373,2,0,1991
300000,6,3,2400,9373,2,0,1991
895000,3,2,2160,105415,1,0,1991
223000,3,2,1110,7231,1,0,1991
271900,3,2,1450,8771,2,0,1991
550000,3,2,3650,843309,2,0,1991
789000,3,3,3740,39640,2,0,1991
350000,3,2,1680,81893,1,0,1991
416500,4,2,2280,39848,2,0,1991
215000,3,2,1280,6994,1,0,1991
545000,4,3,3160,10948,1,0,1991
280000,3,2,1280,7633,1,0,1991
415000,4,3,1830,9548,2,0,1991
269500,3,2,1640,8395,1,0,1991
231200,3,2,1400,8821,1,0,1991
429000,3,2,1700,52826,1,0,1991
240000,3,2,1100,6360,1,0,1991
692500,4,3,2820,11500,2,0,1991
460000,4,3,2230,52983,2,0,1991
857000,4,3,3720,29043,2,0,1991
477500,3,2,1860,5146,2,0,1991
355000,3,2,1480,2502,2,0,1991
570000,3,3,2400,3192,2,0,1991
356000,2,1,1430,365904,1,0,1991
585000,3,2,2220,209523,1,0,1991
637000,5,3,2460,7240,1,0,1991
386000,3,2,2120,7560,1,0,1991
949000,4,3,4270,85643,2,0,1991
199000,3,1,1000,8512,1,0,1991
207200,4,2,1260,8400,1,0,1991
257500,3,2,1140,7078,1,0,1991
252500,3,2,1900,8002,1,0,1991
246500,3,2,1430,8919,1,0,1992
483000,3,3,2440,15540,2,0,1992
265900,3,2,1180,7793,1,0,1992
196440,3,2,1560,7352,1,0,1992
352500,3,2,1920,33630,1,0,1992
534000,5,2,2280,3600,2,0,1992
454000,3,2,1700,10000,2,0,1992
560000,4,3,2170,5764,2,0,1992
289950,3,2,1670,7757,1,0,1992
265000,3,2,1850,16535,1,0,1992
765000,3,3,3270,38088,2,0,1992
678500,4,3,2620,214750,2,0,1992
280000,2,1,990,45528,1,0,1992
342000,3,2,2250,7757,1,0,1992
254000,3,2,1470,7694,1,0,1992
460000,5,3,2008,5050,1,0,1992
287200,3,3,1850,19966,1,0,1992
230000,2,2,1340,7605,1,0,1992
355000,4,3,2580,9601,2,0,1992
575000,3,2,2690,435600,2,0,1992
560000,3,2,2090,15790,1,0,1992
154000,3,3,1530,9997,1,0,1992
254000,3,2,1480,7480,1,0,1992
323400,4,3,2060,9138,1,0,1992
337000,4,3,2240,8504,2,0,1992
520000,4,3,2190,5085,2,0,1992
406500,3,2,1780,8621,1,0,1992
510000,4,4,3530,10935,2,0,1992
270000,3,2,1820,7750,1,0,1992
635000,4,2,2260,8457,2,0,1992
265000,3,2,1320,8959,1,0,1993
314500,3,2,2050,13303,1,0,1993
363000,3,2,1750,7000,1,0,1993
677100,3,2,2110,9199,1,0,1993
390000,3,3,1490,2944,2,0,1993
653000,3,3,3040,5067,3,0,1993
340000,3,2,1410,10015,1,0,1993
589900,2,3,3160,66646,2,0,1993
289000,3,2,1680,8424,1,0,1993
256500,3,2,1320,8568,1,0,1993
315000,3,2,1300,3731,1,0,1993
539000,3,2,2350,209088,1,0,1993
199950,3,3,1530,2132,2,0,1993
510000,4,3,3610,18948,2,0,1993
289950,4,3,2040,5050,1,0,1993
311000,5,3,2020,5917,1,0,1993
315000,6,4,3120,4240,2,0,1993
305000,3,2,1680,8487,1,0,1993
305000,4,2,1780,5043,1,0,1993
241000,3,2,1520,7131,1,0,1993
784500,4,5,5820,13906,2,0,1993
395000,3,2,1890,14040,2,0,1994
465000,3,2,1840,40438,2,0,1994
249000,3,2,1360,6082,1,0,1994
267000,3,2,1300,9644,1,0,1994
190000,2,1,840,12252,1,0,1994
252000,3,2,1340,5670,2,0,1994
232000,3,2,1280,13356,1,0,1994
425000,3,2,1180,1800,2,0,1994
525000,5,3,2450,4591,2,0,1994
585000,3,2,3190,207346,2,0,1994
284000,4,3,2040,7145,1,0,1994
353000,3,2,1678,13862,1,0,1994
385000,4,3,2090,5102,1,0,1994
655000,6,5,2850,6600,2,0,1994
278000,3,2,1230,7789,1,0,1994
925000,3,3,2560,3600,2,0,1994
560000,3,3,4120,60392,2,0,1994
557500,3,2,2510,35255,1,0,1994
255000,3,2,1590,8670,1,0,1994
432000,3,2,2190,13673,1,0,1994
200000,3,2,1290,5757,1,0,1994
336500,3,2,1830,12891,1,0,1994
440000,4,2,2310,5004,1,0,1994
500000,3,2,1540,3600,1,0,1994
280000,4,2,1600,6861,1,0,1994
249900,3,2,1220,6404,1,0,1994
479900,3,2,1980,12150,1,0,1994
313100,3,2,1730,12821,1,0,1994
599950,6,3,2020,4129,1,0,1994
