hair,feathers,eggs,milk,airborne,aquatic,predator,backbone,breathes,venomous,fins,legs,tail,type
false,false,true,false,false,true,true,true,false,false,true,0,false,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,true,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,false,false,false,false,true,true,false,false,false,0,true,fish
false,false,true,false,false,true,false,true,false,true,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,true,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,false,fish
false,false,true,false,false,true,false,true,false,true,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,true,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,true,true,0,true,fish
true,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,true,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,true,true,0,true,fish
false,false,true,true,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,true,true,true,true,false,false,true,0,true,fish
false,false,true,true,false,true,false,false,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,true,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,false,false,true,true,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,true,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,false,fish
false,true,true,false,false,true,false,true,false,true,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,true,true,false,false,true,true,true,false,false,true,0,true,fish
true,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,true,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,true,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,false,false,false,true,0,true,fish
false,true,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
true,false,true,false,false,false,true,true,false,false,true,0,true,fish
false,false,true,true,false,true,true,true,false,true,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,false,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,true,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,true,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,false,false,false,false,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,true,true,0,true,fish
false,false,true,false,false,false,false,true,false,false,false,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
true,false,true,false,false,true,true,true,false,false,true,0,true,fish
true,false,true,false,false,false,true,true,true,false,false,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,false,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,true,true,true,true,true,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,true,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,true,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,true,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,true,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,false,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,true,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,true,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,false,fish
false,false,true,true,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,true,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,true,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,true,true,true,true,false,false,true,0,true,fish
false,false,true,true,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,true,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,true,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,true,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,false,false,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
true,false,true,false,false,false,false,true,false,false,false,0,true,fish
false,false,true,false,false,true,true,true,false,false,true,0,true,fish
false,false,true,false,false,true,false,true,false,false,true,0,true,fish
false,false,true,false,false,false,false,false,true,false,false,2,false,insect
false,false,true,false,false,false,false,false,true,false,false,2,false,insect
true,false,true,false,false,false,false,false,true,false,false,2,false,insect
true,false,false,false,false,true,true,false,true,true,true,8,false,insect
false,false,true,false,true,true,false,false,false,false,true,0,false,insect
true,false,true,false,true,true,false,false,false,true,true,8,false,insect
true,false,true,false,false,false,false,false,true,false,false,0,false,insect
false,false,true,false,true,false,true,false,false,false,true,0,false,insect
true,false,true,true,true,false,true,false,true,false,false,0,false,insect
false,false,true,false,false,false,false,false,true,true,false,2,false,insect
false,false,true,false,false,true,false,true,true,false,true,0,false,insect
true,false,true,false,true,false,true,false,true,true,false,4,false,insect
false,false,true,false,true,false,false,true,true,false,false,0,false,insect
true,false,true,false,true,false,true,false,true,true,true,2,false,insect
true,false,true,false,true,true,true,false,true,true,false,0,false,insect
false,false,true,false,false,false,false,false,true,true,false,8,false,insect
true,false,true,false,true,false,true,false,false,false,false,8,false,insect
false,false,false,false,true,false,false,false,true,true,true,0,false,insect
false,false,true,false,false,false,false,true,true,false,false,0,false,insect
true,false,true,false,true,false,true,true,true,false,false,2,false,insect
false,false,true,false,true,false,false,false,true,false,false,2,true,insect
false,false,true,false,true,false,true,false,true,false,false,8,false,insect
false,false,true,false,false,false,false,false,true,true,true,0,false,insect
false,false,true,false,true,true,true,false,false,false,true,4,false,insect
false,false,true,false,true,true,true,false,true,false,false,0,false,insect
false,false,true,false,true,false,false,false,true,true,false,4,false,insect
true,false,false,false,true,false,true,false,true,true,true,0,false,insect
false,false,true,true,false,false,false,false,true,false,false,2,false,insect
false,false,true,false,true,false,false,false,true,false,true,8,false,insect
false,false,true,false,false,false,false,false,true,false,false,2,false,insect
false,false,true,false,false,false,false,false,true,false,false,4,false,insect
true,false,true,false,true,false,false,false,true,true,false,8,false,insect
false,false,true,false,true,false,true,false,true,false,false,2,false,insect
false,true,true,false,true,false,true,false,true,true,false,0,false,insect
true,false,true,false,true,false,true,false,true,true,false,8,false,insect
true,false,false,true,true,false,true,false,true,false,true,4,true,insect
false,false,true,true,true,false,false,false,true,false,false,0,false,insect
false,false,true,false,false,false,true,false,true,false,false,2,false,insect
false,false,true,true,true,false,false,false,true,false,true,0,false,insect
false,false,false,true,true,true,true,false,true,true,true,4,true,insect
false,false,true,false,true,false,true,false,true,false,false,0,false,insect
true,true,true,false,true,false,true,false,true,true,false,0,false,insect
false,false,false,false,true,false,false,false,true,true,true,8,true,insect
true,false,true,false,false,false,true,false,true,false,false,2,false,insect
true,false,true,false,false,true,false,false,true,true,false,0,false,insect
true,false,true,false,false,false,true,false,true,false,false,2,false,insect
true,false,true,false,true,false,true,false,true,true,false,0,false,insect
false,false,true,false,true,false,false,false,true,false,false,0,false,insect
false,false,true,false,true,false,false,false,true,false,true,4,false,insect
true,false,true,false,true,true,false,false,false,false,true,4,false,insect
true,false,true,false,true,true,false,false,true,true,true,8,false,insect
false,false,true,false,true,false,false,false,true,false,false,2,false,insect
true,false,true,false,true,false,false,false,true,true,true,2,false,insect
true,false,true,false,false,false,false,false,true,false,true,0,false,insect
true,false,true,false,false,false,true,false,true,true,true,4,true,insect
true,false,true,false,true,false,false,false,true,true,false,2,false,insect
true,false,true,false,false,true,false,false,true,false,false,8,false,insect
false,false,true,true,true,false,false,false,true,true,false,0,false,insect
false,false,true,false,true,false,true,false,true,true,true,2,false,insect
true,false,false,true,false,false,false,false,true,false,true,4,false,insect
true,false,true,false,false,false,false,false,true,true,true,4,false,insect
true,false,true,false,true,false,false,false,true,false,false,8,false,insect
true,false,true,false,false,false,false,false,true,true,false,0,false,insect
false,false,true,false,true,true,false,false,false,false,false,2,false,insect
true,false,true,false,false,false,true,false,true,true,false,0,false,insect
true,false,true,false,true,false,false,false,true,false,false,0,false,insect
false,true,true,false,true,false,false,false,true,true,true,4,true,insect
true,false,false,false,true,true,true,false,true,true,false,2,false,insect
true,false,true,false,true,false,false,false,true,false,false,8,false,insect
true,false,true,true,true,false,true,false,true,false,false,2,false,insect
true,false,false,false,false,true,false,false,false,true,true,4,false,insect
true,false,true,false,true,false,true,false,true,false,false,0,false,insect
false,false,true,false,false,false,false,false,true,false,true,8,false,insect
false,true,true,false,false,false,false,false,true,false,false,4,false,insect
true,false,true,true,true,false,true,false,true,false,false,2,false,insect
false,false,true,false,true,false,true,false,true,false,false,4,false,insect
false,false,true,false,false,false,false,false,true,false,false,4,false,insect
true,false,true,false,false,false,false,false,true,true,false,4,false,insect
false,false,false,false,false,false,true,false,true,false,true,2,false,insect
false,false,true,false,true,false,true,false,true,false,false,2,false,insect
false,false,true,false,true,false,false,true,true,false,true,0,false,insect
false,false,true,true,true,true,false,false,true,false,true,8,false,insect
true,true,true,false,false,false,false,false,true,true,false,2,false,insect
false,false,true,false,true,false,true,false,true,false,false,4,false,insect
false,false,true,false,true,false,true,false,true,true,false,8,false,insect
false,false,true,false,false,false,true,false,true,true,false,2,false,insect
false,false,true,false,false,false,true,false,true,false,true,4,false,insect
true,false,true,false,false,true,false,false,false,false,true,4,false,insect
false,false,true,false,true,false,true,false,true,false,false,0,false,insect
false,false,true,false,true,false,false,false,true,false,false,0,false,insect
true,false,true,false,false,true,true,false,true,false,true,0,false,insect
false,false,true,true,true,true,true,false,true,false,false,4,true,insect
true,false,true,true,false,false,false,false,true,false,false,8,false,insect
false,false,false,true,false,true,true,false,false,true,true,4,true,insect
false,false,true,true,false,false,true,false,true,true,false,8,false,insect
true,true,true,false,true,false,false,false,true,false,false,4,false,insect
true,false,true,false,false,false,true,true,true,false,false,0,false,insect
false,false,true,false,true,true,false,false,false,true,true,0,false,insect
true,false,true,false,true,false,false,true,true,false,true,8,false,insect
true,false,true,true,true,false,false,false,true,false,false,8,false,insect
true,false,true,false,true,false,false,false,true,false,false,4,false,insect
true,false,true,false,false,false,true,false,true,false,true,8,false,insect
true,false,true,false,true,false,true,false,true,false,true,2,false,insect
false,false,true,false,true,false,false,false,true,false,false,0,false,insect
true,true,true,false,false,false,false,false,true,false,false,4,false,insect
true,false,true,false,true,true,false,false,false,true,false,0,false,insect
true,false,true,false,false,true,false,false,false,true,true,8,false,insect
true,false,true,false,true,false,false,false,true,true,false,2,false,insect
false,false,true,false,true,true,true,false,false,false,true,2,false,insect
true,false,true,false,true,false,false,false,true,false,true,0,false,insect
true,false,true,false,false,false,false,false,true,false,false,8,false,insect
false,false,true,false,true,false,true,false,true,true,false,4,false,insect
false,false,true,false,true,false,true,false,true,false,false,0,false,insect
true,false,false,false,false,true,true,false,false,false,true,2,true,insect
false,false,true,false,true,false,true,false,true,false,false,0,false,insect
false,false,true,false,true,true,true,false,false,false,true,4,false,insect
false,false,true,false,true,true,false,false,true,true,true,2,false,insect
false,false,true,false,true,true,false,false,false,true,true,2,false,insect
false,false,true,false,true,false,true,false,true,false,false,4,false,insect
false,false,true,false,true,false,true,false,true,false,false,4,false,insect
true,false,false,false,true,false,false,true,true,false,true,0,false,insect
false,false,true,false,true,false,false,false,true,false,false,2,false,insect
true,false,true,false,false,false,false,false,true,true,false,2,false,insect
false,true,false,false,true,true,false,false,true,true,false,0,true,insect
false,false,true,false,false,false,true,false,true,false,true,8,false,insect
false,false,true,false,false,true,true,false,false,false,false,0,false,insect
false,false,true,false,true,false,true,false,true,true,false,0,false,insect
false,false,true,false,true,false,true,false,true,false,false,4,false,insect
true,false,true,false,false,false,false,false,true,false,false,2,false,insect
true,false,true,false,true,false,true,false,true,true,false,2,false,insect
false,false,true,false,false,false,true,false,true,false,true,2,false,insect
false,false,true,false,false,false,false,false,true,false,false,0,false,insect
true,false,true,false,true,true,true,false,false,false,true,8,false,insect
true,false,true,false,true,false,false,false,true,true,false,8,false,insect
true,false,true,false,true,false,false,false,false,false,false,0,false,insect
true,false,true,false,true,true,true,false,true,false,false,8,false,insect
false,false,true,false,false,false,false,false,true,false,false,8,false,insect
false,false,true,false,true,false,false,false,true,false,false,8,false,insect
false,false,true,false,true,false,true,false,true,false,true,0,false,insect
true,false,false,false,false,true,false,false,false,true,true,0,false,insect
false,false,true,false,true,true,false,false,false,true,true,0,false,insect
false,false,true,false,true,false,true,false,true,false,false,0,false,insect
true,false,true,false,false,false,false,false,true,false,false,2,false,insect
false,true,true,false,false,false,false,false,true,false,false,4,false,insect
true,false,true,false,true,false,true,false,true,false,true,4,false,insect
true,false,true,false,true,false,false,true,true,false,false,0,false,insect
true,false,true,false,true,true,false,false,false,false,false,2,false,insect
false,false,true,false,true,false,true,true,true,false,false,4,false,insect
true,false,true,true,false,false,true,false,true,false,true,2,false,insect
true,false,true,true,true,false,false,false,true,false,false,2,false,insect
false,false,true,false,true,false,false,false,true,false,false,8,false,insect
true,false,true,false,true,false,false,false,false,false,false,8,true,insect
false,false,true,false,true,false,false,true,true,true,true,8,false,insect
false,false,true,true,true,false,false,false,true,false,false,8,false,insect
true,false,true,false,true,true,false,false,true,false,true,2,false,insect
false,false,true,false,false,false,true,false,true,false,true,4,false,insect
true,false,true,false,true,true,true,false,false,false,true,0,false,insect
true,false,true,false,true,false,false,false,true,false,false,8,false,insect
true,false,false,true,true,true,true,true,true,true,true,0,false,insect
true,false,true,false,false,false,true,false,false,true,false,8,false,insect
false,false,true,false,true,true,false,false,false,true,false,0,false,insect
false,false,true,false,true,false,true,false,true,false,false,4,false,insect
true,false,true,false,true,false,false,false,true,true,false,2,false,insect
false,false,true,false,false,false,false,false,true,false,false,0,false,insect
false,false,true,false,true,false,false,false,true,false,false,8,false,insect
true,false,true,false,true,false,false,false,true,true,false,0,false,insect
true,false,true,true,true,true,true,false,false,true,false,0,false,insect
true,false,true,false,true,false,false,false,true,false,false,2,false,insect
true,false,true,false,true,false,true,false,true,true,false,8,false,insect
true,false,true,false,true,false,false,false,true,false,false,0,false,insect
true,false,true,false,true,false,true,true,true,false,true,2,false,insect
false,false,true,false,true,false,true,false,true,false,false,4,false,insect
false,false,true,false,false,false,false,false,true,true,false,2,false,insect
false,false,true,false,false,false,false,false,true,false,false,0,false,insect
false,false,true,true,true,true,true,false,false,true,true,2,false,insect
true,false,true,false,true,false,true,false,true,false,false,2,false,insect
true,false,true,false,false,false,false,false,true,false,false,8,false,insect
true,false,true,false,true,false,false,false,true,false,false,2,false,insect
false,false,true,false,true,false,true,false,true,false,false,2,false,insect
false,false,true,false,false,false,false,false,true,false,false,2,false,insect
true,false,true,false,false,false,true,false,true,false,false,0,false,insect
false,false,true,false,true,false,true,false,true,false,true,2,false,insect
false,false,true,false,true,false,true,false,true,false,false,8,false,insect
false,false,true,false,true,false,true,false,true,false,false,2,false,insect
false,false,true,true,false,false,true,false,true,false,false,4,false,insect
true,false,true,false,false,false,true,false,true,false,false,8,false,insect
true,false,true,false,true,true,false,false,true,false,true,8,false,insect
true,false,true,false,false,true,false,false,true,false,true,0,false,insect
true,false,false,false,true,true,false,false,true,true,true,8,true,insect
false,false,true,false,true,false,true,false,false,false,false,8,false,insect
true,false,true,false,true,false,true,true,true,false,false,4,false,insect
true,false,true,false,true,false,false,false,false,true,false,8,false,insect
false,false,true,false,false,false,false,false,true,false,true,8,true,insect
true,false,true,false,true,false,false,false,true,true,false,2,false,insect
true,false,true,false,false,false,false,false,true,false,false,2,false,insect
false,false,true,false,true,false,false,false,true,false,true,0,false,insect
false,false,true,false,true,true,false,false,true,false,true,8,false,insect
false,false,true,false,true,false,false,false,true,false,false,2,false,insect
false,false,true,false,false,false,false,false,true,false,false,8,false,insect
false,false,false,false,true,true,false,false,true,false,true,0,false,insect
false,false,true,false,true,true,false,false,false,false,false,4,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,4,false,invertebrate
false,false,true,false,false,false,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,false,true,false,true,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,true,false,false,4,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,4,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,8,false,invertebrate
false,false,true,false,false,false,true,false,true,false,false,8,false,invertebrate
false,false,true,false,false,true,false,false,false,true,false,4,false,invertebrate
false,false,true,true,false,false,true,false,true,false,false,8,false,invertebrate
false,false,true,false,false,false,false,false,true,false,false,0,false,invertebrate
true,false,true,false,false,true,true,false,false,true,false,0,false,invertebrate
false,false,false,false,false,false,true,false,true,true,true,2,true,invertebrate
false,false,true,false,false,false,true,false,false,false,false,8,false,invertebrate
false,false,true,false,false,false,true,false,true,false,true,2,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,false,true,false,false,true,false,0,false,invertebrate
false,false,false,false,false,false,false,false,false,true,true,0,false,invertebrate
false,false,true,false,false,false,false,false,true,false,false,0,false,invertebrate
false,false,true,false,false,true,true,true,true,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,8,false,invertebrate
false,false,true,false,false,true,false,false,true,false,false,2,false,invertebrate
false,true,true,false,false,true,true,false,false,false,false,8,false,invertebrate
true,false,true,false,false,false,true,false,false,false,false,8,false,invertebrate
false,false,true,false,false,false,true,false,true,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,2,false,invertebrate
false,false,true,false,true,true,false,false,false,false,false,4,false,invertebrate
false,false,false,false,false,true,true,false,false,false,true,4,true,invertebrate
false,false,true,false,false,true,false,false,false,false,true,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,false,false,false,true,true,false,4,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,false,false,false,true,false,false,8,false,invertebrate
false,false,true,false,false,true,true,true,false,false,false,8,false,invertebrate
false,false,true,true,false,true,false,false,false,false,false,4,true,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,4,true,invertebrate
false,false,false,false,false,false,false,false,false,false,false,4,true,invertebrate
false,false,true,false,true,true,false,false,false,false,false,8,false,invertebrate
false,false,true,false,false,false,true,false,true,true,false,0,false,invertebrate
false,false,true,false,false,false,false,false,true,true,false,8,false,invertebrate
false,false,true,false,true,true,false,false,false,false,false,0,false,invertebrate
false,false,false,false,false,false,true,false,true,true,true,0,true,invertebrate
false,false,true,false,false,false,true,false,true,false,false,2,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,2,false,invertebrate
false,false,false,false,false,false,false,false,true,false,false,0,true,invertebrate
false,false,true,false,false,true,false,false,false,false,false,8,false,invertebrate
false,false,true,true,false,true,false,false,true,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,2,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,8,false,invertebrate
false,false,true,false,false,true,false,false,false,true,false,8,false,invertebrate
false,false,true,false,false,false,true,false,false,false,false,4,false,invertebrate
false,false,true,false,false,true,true,false,true,false,false,4,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,0,false,invertebrate
false,false,true,false,true,true,false,false,false,false,false,4,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,false,true,false,4,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,4,false,invertebrate
false,false,true,false,false,true,false,false,false,true,false,0,false,invertebrate
true,false,true,false,false,false,true,false,true,false,true,8,false,invertebrate
false,false,true,false,true,true,true,false,false,true,false,8,false,invertebrate
false,false,true,false,false,false,false,false,true,false,false,2,false,invertebrate
false,false,true,false,false,false,false,false,true,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,true,false,4,false,invertebrate
false,false,true,false,false,false,true,false,false,false,false,0,true,invertebrate
false,false,false,false,false,false,false,false,false,true,false,8,true,invertebrate
false,false,true,false,false,false,false,false,true,false,false,8,false,invertebrate
false,true,false,false,false,true,false,false,false,true,true,8,true,invertebrate
false,false,true,false,false,false,false,false,true,false,false,0,false,invertebrate
false,true,true,false,false,true,true,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,false,true,false,4,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,8,false,invertebrate
false,false,true,false,false,false,true,false,true,false,false,8,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,8,false,invertebrate
false,false,true,false,false,true,false,true,false,false,false,8,false,invertebrate
false,false,true,false,false,false,false,false,true,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,8,false,invertebrate
false,false,false,false,false,false,false,true,true,true,true,2,true,invertebrate
false,false,true,false,false,true,true,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,4,false,invertebrate
false,false,true,false,false,false,true,false,false,false,false,4,false,invertebrate
false,false,true,false,false,false,true,true,true,false,false,0,false,invertebrate
false,true,true,false,false,false,true,false,true,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,0,false,invertebrate
false,false,true,false,false,false,false,false,true,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,true,false,false,4,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,false,true,false,true,false,false,2,false,invertebrate
false,false,false,false,false,true,false,false,false,true,false,8,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,4,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,8,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,8,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,4,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,true,false,true,true,true,false,false,false,false,4,false,invertebrate
false,false,true,true,false,false,false,false,true,false,false,0,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,4,false,invertebrate
false,false,true,false,false,false,false,false,true,false,false,0,false,invertebrate
false,false,false,false,false,false,true,false,true,true,false,8,false,invertebrate
false,false,false,true,false,false,true,false,true,true,true,2,true,invertebrate
false,false,true,false,false,true,true,false,false,false,false,8,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,0,false,invertebrate
false,false,true,false,false,false,true,false,false,false,false,8,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,8,true,invertebrate
false,false,false,false,false,true,false,false,false,true,false,0,true,invertebrate
false,false,true,false,false,true,false,false,false,false,false,8,true,invertebrate
false,false,true,true,false,false,true,false,false,false,false,4,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,4,false,invertebrate
false,false,true,false,false,true,true,true,false,false,false,4,true,invertebrate
false,false,false,false,false,false,true,false,false,true,false,8,true,invertebrate
false,false,true,false,false,true,true,false,false,false,false,8,false,invertebrate
true,false,true,false,false,false,false,false,false,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,8,false,invertebrate
false,false,false,false,false,false,true,false,true,true,true,8,false,invertebrate
false,false,true,false,false,false,false,false,true,false,false,8,false,invertebrate
false,false,true,false,false,true,false,false,false,false,false,0,false,invertebrate
false,false,false,false,false,false,false,false,true,true,false,8,true,invertebrate
false,false,true,false,false,false,true,false,true,false,false,0,false,invertebrate
false,false,true,false,false,true,true,false,false,false,false,4,false,invertebrate
false,false,false,false,false,false,false,false,true,false,false,2,true,invertebrate
false,false,false,false,false,true,false,false,false,true,false,0,true,invertebrate
false,false,false,false,false,false,false,false,false,true,false,0,false,invertebrate
